,county,state,total_pop,white_male_pop,white_female_pop,racial_min_pop
2135,Oneida County,New York,2755486,1163220,1184546,407720
2136,Oneida County,Wisconsin,457368,222340,216406,18622
2137,Onondaga County,New York,5664340,2182870,2301606,1179864
2138,Onslow County,North Carolina,2488236,1058638,840276,589322
2139,Ontario County,New York,1351178,617640,638882,94656
2140,Ontonagon County,Michigan,70126,34672,32172,3282
2141,Orange County,California,38032710,13196256,13168226,11668228
2142,Orange County,Florida,17579192,5930456,5981704,5667032
2143,Orange County,Indiana,237420,114196,113720,9504
2144,Orange County,New York,4868800,1894022,1906516,1068262
2145,Orange County,North Carolina,1794194,660836,709552,423806
2146,Orange County,Texas,1022698,442298,445974,134426
2147,Orange County,Vermont,356168,173050,171394,11724
2148,Orange County,Virginia,450590,180200,187608,82782
2149,Orangeburg County,South Carolina,1000986,170072,179104,651810
2150,Oregon County,Missouri,104008,48964,49572,5472
2151,Orleans County,New York,476906,216872,215346,44688
2152,Orleans County,Vermont,330856,160214,157262,13380
2153,Orleans Parish,Louisiana,4486784,824854,821928,2840002
2154,Osage County,Kansas,188960,91414,89386,8160
2155,Osage County,Missouri,160556,80582,76640,3334
2156,Osage County,Oklahoma,551626,185226,178104,188296
2157,Osborne County,Kansas,41508,20068,19366,2074
2158,Osceola County,Florida,5051472,1935232,1972762,1143478
2159,Osceola County,Iowa,73384,35824,34154,3406
2160,Osceola County,Michigan,278016,135346,130470,12200
2161,Oscoda County,Michigan,100690,49378,47442,3870
2162,Oswego County,New York,1414612,680516,671362,62734
2163,Otero County,Colorado,220582,97402,101130,22050
2164,Otero County,New Mexico,823832,356484,318220,149128
2165,Otoe County,Nebraska,194238,92306,91972,9960
2166,Otsego County,Michigan,306020,147276,145390,13354
2167,Otsego County,New York,718108,324348,344878,48882
2168,Ottawa County,Kansas,69650,34712,32080,2858
2169,Ottawa County,Michigan,3604416,1648292,1673996,282128
2170,Ottawa County,Ohio,480658,232152,231872,16634
2171,Ottawa County,Oklahoma,363980,119806,125700,118474
2172,Otter Tail County,Minnesota,724872,349014,341456,34402
2173,Ouachita County,Arkansas,266142,74028,75378,116736
2174,Ouachita Parish,Louisiana,1905534,549062,575266,781206
2175,Ouray County,Colorado,60632,29308,28694,2630
2176,Outagamie County,Wisconsin,2309668,1043924,1041272,224472
2177,Overton County,Tennessee,275658,133650,133458,8550
2178,Owen County,Indiana,258706,126838,123704,8164
2179,Owen County,Kentucky,135814,65592,66252,3970
2180,Owsley County,Kentucky,47818,23022,23558,1238
2181,Owyhee County,Idaho,148866,70010,66416,12440
2182,Oxford County,Maine,708062,339630,341952,26480
2183,Ozark County,Missouri,105838,51350,50218,4270
2184,Ozaukee County,Wisconsin,1112668,515158,522982,74528
2185,Pacific County,Washington,286670,127502,129896,29272
2186,Page County,Iowa,181730,88778,81564,11388
2187,Page County,Virginia,284678,133366,137164,14148
2188,Palm Beach County,Florida,18322466,6633916,6911336,4777214
2189,Palo Alto County,Iowa,106628,51086,50508,5034
2190,Palo Pinto County,Texas,349764,160458,165390,23916
2191,Pamlico County,North Carolina,148442,57618,57808,33016
2192,Panola County,Mississippi,394486,93288,96734,204464
2193,Panola County,Texas,272248,110778,108922,52548
2194,Park County,Colorado,213852,107062,93570,13220
2195,Park County,Montana,211488,102274,99690,9524
2196,Park County,Wyoming,363740,173900,174564,15276
2197,Parke County,Indiana,196384,92312,96320,7752
2198,Parker County,Texas,1948118,916994,915062,116062
2199,Parmer County,Texas,117052,56916,52484,7652
2200,Pasco County,Florida,7238218,3027004,3155498,1055716
2201,Pasquotank County,North Carolina,489478,142978,143938,202562
2202,Passaic County,New Jersey,6260254,2294192,2341644,1624418
2203,Patrick County,Virginia,210336,97134,97046,16156
2204,Paulding County,Georgia,2126388,736932,752398,637058
2205,Paulding County,Ohio,225508,108616,108046,8846
2206,Pawnee County,Kansas,73932,35576,30498,7858
2207,Pawnee County,Nebraska,30402,14402,14878,1122
2208,Pawnee County,Oklahoma,189062,73536,73210,42316
2209,Payette County,Idaho,318476,150138,147766,20572
2210,Payne County,Oklahoma,993016,400404,388704,203908
2211,Peach County,Georgia,341576,87840,88650,165086
2212,Pearl River County,Mississippi,686878,286516,293704,106658
2213,Pecos County,Texas,179344,90400,72082,16862
2214,Pembina County,North Dakota,80940,40210,35658,5072
2215,Pemiscot County,Missouri,180908,61386,64880,54642
2216,Pend Oreille County,Washington,167302,77776,73782,15744
2217,Pender County,North Carolina,775920,322278,317028,136614
2218,Pendleton County,Kentucky,176522,87638,83090,5794
2219,Pendleton County,West Virginia,72712,35082,34088,3542
2220,Pennington County,Minnesota,165900,77290,77320,11290
2221,Pennington County,South Dakota,1353574,573058,549548,230968
2222,Penobscot County,Maine,1851494,868752,879118,103624
2223,Peoria County,Illinois,2160496,766196,798448,595852
2224,Pepin County,Wisconsin,88954,44322,42364,2268
2225,Perkins County,Nebraska,33932,16920,16080,932
2226,Perkins County,South Dakota,33986,16208,16040,1738
2227,Perquimans County,North Carolina,158456,57846,61186,39424
2228,Perry County,Alabama,97330,13584,14376,69370
2229,Perry County,Arkansas,121058,57106,56708,7244
2230,Perry County,Illinois,248276,113294,106190,28792
2231,Perry County,Indiana,231044,116610,101530,12904
2232,Perry County,Kentucky,331936,157418,160978,13540
2233,Perry County,Mississippi,137514,53370,55056,29088
2234,Perry County,Missouri,227664,109554,109436,8674
2235,Perry County,Ohio,426174,208100,205214,12860
2236,Perry County,Pennsylvania,554074,270228,264254,19592
2237,Perry County,Tennessee,103744,48922,47718,7104
2238,Pershing County,Nevada,78166,42428,23958,11780
2239,Person County,North Carolina,473586,162248,168140,143198
2241,Petersburg city,Virginia,402304,35772,38430,328102
2242,Petroleum County,Montana,6214,3314,2690,210
2243,Pettis County,Missouri,519934,236972,238042,44920
2244,Phelps County,Missouri,541216,252834,235198,53184
2245,Phelps County,Nebraska,108030,52650,51694,3686
2246,Philadelphia County,Pennsylvania,19004638,4139524,4307088,10558026
2247,Phillips County,Arkansas,187640,32398,32506,122736
2248,Phillips County,Colorado,54034,25874,25584,2576
2249,Phillips County,Kansas,58070,28060,27438,2572
2250,Phillips County,Montana,50646,21854,21416,7376
2251,Piatt County,Illinois,200302,96718,97338,6246
2252,Pickaway County,Ohio,718410,343600,326906,47904
2253,Pickens County,Alabama,225462,68332,62650,94480
2254,Pickens County,Georgia,415952,196770,201002,18180
2255,Pickens County,South Carolina,1609122,710138,713776,185208
2256,Pickett County,Tennessee,60794,29508,29952,1334
2257,Pierce County,Georgia,241450,105126,105272,31052
2258,Pierce County,Nebraska,87884,43680,41856,2348
2259,Pierce County,North Dakota,47246,21724,21520,4002
2260,Pierce County,Washington,11145512,4078878,4016726,3049908
2261,Pierce County,Wisconsin,510240,243250,242680,24310
2262,Pike County,Alabama,395880,111260,114660,169960
2263,Pike County,Arkansas,121470,55172,56122,10176
2264,Pike County,Georgia,236800,103828,105742,27230
2265,Pike County,Illinois,174156,84222,85258,4676
2266,Pike County,Indiana,146056,71660,70186,4210
2267,Pike County,Kentucky,684610,329860,338166,16584
2268,Pike County,Mississippi,476674,99220,104798,272656
2269,Pike County,Missouri,212288,101236,92614,18438
2270,Pike County,Ohio,324618,154328,155238,15052
2271,Pike County,Pennsylvania,723298,326326,314446,82526
2272,Pima County,Arizona,12691782,5253238,5404662,2033882
2273,Pinal County,Arizona,5542078,2330064,2191642,1020372
2274,Pine County,Minnesota,354166,170582,151338,32246
2275,Pinellas County,Florida,11553034,4601248,4898166,2053620
2276,Pipestone County,Minnesota,111672,51378,51866,8428
2277,Piscataquis County,Maine,206214,99424,97650,9140
2278,Pitkin County,Colorado,204580,100664,92142,11774
2279,Pitt County,North Carolina,2115550,597458,643842,874250
2280,Pittsburg County,Oklahoma,523146,188202,187420,147524
2281,Pittsylvania County,Virginia,719574,273432,274626,171516
2282,Piute County,Utah,17888,8598,8626,664
2283,Placer County,California,5001062,2012480,2074932,913650
2284,Plaquemines Parish,Louisiana,275056,96154,92202,86700
2285,Platte County,Missouri,1317158,549556,563702,203900
2286,Platte County,Nebraska,415758,197602,192170,25986
2287,Platte County,Wyoming,103320,49912,48696,4712
2288,Pleasants County,West Virginia,90516,47446,39574,3496
2289,Plumas County,California,233826,106238,105588,22000
2290,Plymouth County,Iowa,308868,147150,143824,17894
2291,Plymouth County,Massachusetts,6412388,2605306,2721440,1085642
2292,Pocahontas County,Iowa,84618,40034,40210,4374
2293,Pocahontas County,West Virginia,93586,46266,43622,3698
2294,Poinsett County,Arkansas,271356,117400,122056,31900
2295,Pointe Coupee Parish,Louisiana,243684,76236,77694,89754
2296,Polk County,Arkansas,232050,106616,109960,15474
2297,Polk County,Florida,9357014,3579768,3665842,2111404
2298,Polk County,Georgia,523542,214088,220450,89004
2299,Polk County,Iowa,6016554,2498542,2546756,971256
2300,Polk County,Minnesota,369422,170208,167542,31672
2301,Polk County,Missouri,387484,181724,186906,18854
2302,Polk County,Nebraska,62680,30536,29690,2454
2303,Polk County,North Carolina,237538,104736,113976,18826
2304,Polk County,Oregon,1071476,467524,486876,117076
2305,Polk County,Tennessee,214072,102946,103522,7604
2306,Polk County,Texas,628240,283878,252052,92310
2307,Polk County,Wisconsin,545488,267102,258106,20280
2308,Pondera County,Montana,72150,29076,29352,13722
2309,Pontotoc County,Mississippi,377880,150986,154866,72028
2310,Pontotoc County,Oklahoma,458484,149126,158324,151034
2311,Pope County,Arkansas,768072,349848,354900,63324
2312,Pope County,Illinois,44928,21400,20752,2776
2313,Pope County,Minnesota,136804,68248,64208,4348
2314,Poquoson city,Virginia,151294,70686,69560,11048
2315,Portage County,Ohio,1943152,862258,883412,197482
2316,Portage County,Wisconsin,849068,401312,391572,56184
2317,Porter County,Indiana,2094632,948448,963014,183170
2318,Portsmouth city,Virginia,1167790,235128,225316,707346
2319,Posey County,Indiana,301594,146574,144520,10500
2320,Pottawatomie County,Kansas,312736,147186,146090,19460
2321,Pottawatomie County,Oklahoma,879526,315230,339800,224496
2322,Pottawattamie County,Iowa,1121534,520988,530642,69904
2323,Potter County,Pennsylvania,194680,94756,94630,5294
2324,Potter County,South Dakota,29378,13684,13742,1952
2325,Potter County,Texas,1396866,560030,548576,288260
2326,Powder River County,Montana,20568,10058,9414,1096
2327,Powell County,Kentucky,156646,76054,75866,4726
2328,Powell County,Montana,84414,47570,28812,8032
2329,Power County,Idaho,97092,45476,43294,8322
2330,Poweshiek County,Iowa,222758,102958,106906,12894
2331,Powhatan County,Virginia,376236,169454,162888,43894
2332,Prairie County,Arkansas,97202,42854,41732,12616
2333,Prairie County,Montana,13234,6482,5880,872
2334,Pratt County,Kansas,109560,51636,50628,7296
2335,Preble County,Ohio,489656,236042,236764,16850
2336,Prentiss County,Mississippi,301852,121684,126070,54098
2337,Presidio County,Texas,71566,33596,32294,5676
2338,Presque Isle County,Michigan,158040,76638,75602,5800
2339,Preston County,West Virginia,410032,208826,187130,14076
2340,Price County,Wisconsin,169034,83676,77582,7776
2341,Prince Edward County,Virginia,263628,86388,80950,96290
2342,Prince George County,Virginia,517476,171698,138670,207108
2343,Prince George's County,Maryland,11531966,1686546,1533808,8311612
2344,Prince William County,Virginia,5853218,1824968,1759474,2268776
2346,Providence County,Rhode Island,7969992,3007992,3115860,1846140
2347,Prowers County,Colorado,143102,67086,67062,8954
2348,Pueblo County,Colorado,2029884,894740,915464,219680
2349,Pulaski County,Arkansas,4796430,1339398,1377040,2079992
2350,Pulaski County,Georgia,119100,33896,42178,43026
2351,Pulaski County,Illinois,60564,20052,19226,21286
2352,Pulaski County,Indiana,149442,72648,71264,5530
2353,Pulaski County,Kentucky,789038,372430,384958,31650
2354,Pulaski County,Missouri,646862,287698,219056,140108
2355,Pulaski County,Virginia,404448,186896,185052,32500
2356,Pushmataha County,Oklahoma,129522,45838,47526,36158
2357,Putnam County,Florida,898288,360898,359808,177582
2358,Putnam County,Georgia,272636,95338,98002,79296
2359,Putnam County,Illinois,67280,33520,31692,2068
2360,Putnam County,Indiana,446252,214386,200512,31354
2361,Putnam County,Missouri,55764,27724,26370,1670
2362,Putnam County,New York,1176416,531966,525476,118974
2363,Putnam County,Ohio,412044,202356,199996,9692
2364,Putnam County,Tennessee,985294,455570,458314,71410
2365,Putnam County,West Virginia,686646,326880,331888,27878
2366,Quay County,New Mexico,103124,46288,47164,9672
2367,Queen Anne's County,Maryland,618014,275096,277858,65060
2368,Queens County,New York,28041372,6554122,6529246,14958004
2369,Quitman County,Georgia,27104,6816,6886,13402
2370,Quitman County,Mississippi,70076,8462,8934,52680
2371,Rabun County,Georgia,206878,96788,99676,10414
2372,Racine County,Wisconsin,2371778,979078,983752,408948
2373,Radford city,Virginia,199386,79910,89816,29660
2374,Rains County,Texas,152054,70696,69744,11614
2375,Raleigh County,West Virginia,881134,388144,394394,98596
2376,Ralls County,Missouri,124978,60448,59808,4722
2377,Ramsey County,Minnesota,6534142,2090140,2201658,2242344
2378,Ramsey County,North Dakota,138788,59110,56594,23084
2379,Randall County,Texas,1742182,772884,802952,166346
2380,Randolph County,Alabama,269028,103570,107020,58438
2381,Randolph County,Arkansas,225522,103218,105036,17268
2382,Randolph County,Georgia,74792,13466,14438,46888
2383,Randolph County,Illinois,360894,162992,158530,39372
2384,Randolph County,Indiana,292882,141326,141920,9636
2385,Randolph County,Missouri,293080,135434,129640,28006
2386,Randolph County,North Carolina,1751776,762824,775242,213710
2387,Randolph County,West Virginia,331628,167304,150754,13570
2388,Rankin County,Mississippi,1902592,689370,731048,482174
2389,Ransom County,North Dakota,67830,34130,30506,3194
2390,Rapides Parish,Louisiana,1535298,479640,495124,560534
2391,Rappahannock County,Virginia,88976,40776,40968,7232
2392,Ravalli County,Montana,555620,265188,263812,26620
2393,Rawlins County,Kansas,30292,14742,14154,1396
2394,Ray County,Missouri,277774,132606,132212,12956
2395,Reagan County,Texas,39178,18682,16554,3942
2396,Real County,Texas,33540,15352,15464,2724
2397,Red Lake County,Minnesota,47024,23070,21128,2826
2398,Red River County,Texas,139282,54012,56234,29036
2399,Red River Parish,Louisiana,89674,25540,26372,37762
2400,Red Willow County,Nebraska,126970,60866,61044,5060
2401,Redwood County,Minnesota,184364,82042,81270,21052
2402,Reeves County,Texas,156132,82986,61996,11150
2403,Refugio County,Texas,80546,35156,36572,8818
2404,Reno County,Kansas,739328,339770,341206,58352
2405,Rensselaer County,New York,1925576,816398,821798,287380
2406,Renville County,Minnesota,175008,85372,80976,8660
2407,Renville County,North Dakota,27624,13608,12366,1650
2408,Republic County,Kansas,55814,26774,26914,2126
2409,Reynolds County,Missouri,72286,35570,32604,4112
2410,Rhea County,Tennessee,406360,190852,192326,23182
2411,Rice County,Kansas,112342,52464,51714,8164
2412,Rice County,Minnesota,813354,363644,351636,98074
2413,Rich County,Utah,31332,16198,14224,910
2414,Richardson County,Nebraska,93250,43268,43094,6888
2415,Richland County,Illinois,187628,89876,91036,6716
2416,Richland County,Montana,135340,65396,60860,9084
2417,Richland County,North Dakota,198898,95976,88732,14190
2418,Richland County,Ohio,1500876,648992,651354,200530
2419,Richland County,South Carolina,5053458,1127434,1128378,2797646
2420,Richland County,Wisconsin,206664,100772,97934,7958
2421,Richland Parish,Louisiana,238302,73744,74724,89834
2422,Richmond County,Georgia,2473896,454508,432972,1586416
2423,Richmond County,New York,5942058,2106578,2174374,1661106
2424,Richmond County,North Carolina,509324,152328,155630,201366
2425,Richmond County,Virginia,108780,38066,34554,36160
2426,Richmond city,Virginia,2746640,682914,695496,1368230
2427,Riley County,Kansas,863376,380916,336710,145750
2428,Ringgold County,Iowa,55776,27090,26914,1772
2429,Rio Arriba County,New Mexico,481408,175296,180788,125324
2430,Rio Blanco County,Colorado,78496,38020,35346,5130
2431,Rio Grande County,Colorado,136300,62336,62554,11410
2432,Ripley County,Indiana,348926,170148,168352,10426
2433,Ripley County,Missouri,128434,60956,61448,6030
2434,Ritchie County,West Virginia,99752,48964,48302,2486
2435,Riverside County,California,29625930,11702990,11502154,6420786
2436,Roane County,Tennessee,659166,307050,312264,39852
2437,Roane County,West Virginia,165906,80916,80810,4180
2438,Roanoke County,Virginia,1164144,490142,521300,152702
2439,Roanoke city,Virginia,1183578,356824,390518,436236
2440,Roberts County,South Dakota,122772,37150,33644,51978
2441,Roberts County,Texas,9828,4556,4730,542
2442,Robertson County,Kentucky,27216,13222,13062,932
2443,Robertson County,Tennessee,901016,397046,398536,105434
2444,Robertson County,Texas,205178,77956,78006,49216
2445,Robeson County,North Carolina,1402068,208772,219136,974160
2446,Rock County,Minnesota,115618,54650,55504,5464
2447,Rock County,Nebraska,15076,7330,7440,306
2448,Rock County,Wisconsin,1970878,877222,892280,201376
2449,Rock Island County,Illinois,1716900,681882,709716,325302
2450,Rockbridge County,Virginia,270626,124612,127192,18822
2451,Rockcastle County,Kentucky,193706,93170,95750,4786
2452,Rockdale County,Georgia,1139836,184812,192652,762372
2453,Rockingham County,New Hampshire,3819244,1795638,1814910,208696
2454,Rockingham County,North Carolina,1103544,416396,433250,253898
2455,Rockingham County,Virginia,1023532,469158,485532,68842
2456,Rockland County,New York,4095490,1588922,1595112,911456
2457,Rockwall County,Texas,1451940,602260,607500,242180
2458,Roger Mills County,Oklahoma,40466,17944,17698,4824
2459,Rogers County,Oklahoma,1176590,439564,436534,300492
2460,Rolette County,North Dakota,143630,13976,12928,116726
2461,Rooks County,Kansas,57956,27386,27612,2958
2462,Roosevelt County,Montana,126852,22674,20570,83608
2463,Roosevelt County,New Mexico,227664,102548,103574,21542
2464,Roscommon County,Michigan,284250,138410,134668,11172
2465,Roseau County,Minnesota,183694,88352,81180,14162
2466,Rosebud County,Montana,98316,28730,26754,42832
2467,Ross County,Ohio,919104,423384,408362,87358
2468,Routt County,Colorado,300498,149910,136726,13862
2469,Rowan County,Kentucky,295092,137750,144242,13100
2470,Rowan County,North Carolina,1792504,704870,708888,378746
2471,Runnels County,Texas,118540,55468,53888,9184
2472,Rush County,Indiana,200890,96260,98120,6510
2473,Rush County,Kansas,34856,17236,16238,1382
2474,Rusk County,Texas,632852,261438,239828,131586
2475,Rusk County,Wisconsin,170174,83760,80166,6248
2476,Russell County,Alabama,706450,169368,177132,359950
2477,Russell County,Kansas,80164,37880,37626,4658
2478,Russell County,Kentucky,218194,104052,106488,7654
2479,Russell County,Virginia,306946,147428,151812,7706
2480,Rutherford County,North Carolina,778188,328700,346470,103018
2481,Rutherford County,Tennessee,4289420,1605204,1625708,1058508
2482,Rutland County,Vermont,725354,348370,350692,26292
2483,Sabine County,Texas,120018,53132,53446,13440
2484,Sabine Parish,Louisiana,264076,91660,91704,80712
2485,Sac County,Iowa,116540,56554,56138,3848
2486,Sacramento County,California,19110122,5775130,5880996,7453996
2487,Sagadahoc County,Maine,446250,209158,218030,19062
2488,Saginaw County,Michigan,2266892,845664,875916,545312
2489,Saguache County,Colorado,78548,35396,35682,7470
2490,Salem County,New Jersey,782410,309966,317062,155382
2491,Salem city,Virginia,306858,127326,137528,42004
2492,Saline County,Arkansas,1521634,647028,668188,206418
2493,Saline County,Illinois,279770,128366,133146,18258
2494,Saline County,Kansas,645256,287016,292326,65914
2495,Saline County,Missouri,278978,121722,120426,36830
2496,Saline County,Nebraska,176022,83120,77730,15172
2497,Salt Lake County,Utah,14335696,6254554,6116502,1964640
2498,Saluda County,South Carolina,229176,83612,78868,66696
2499,Sampson County,North Carolina,712774,238336,235874,238564
2500,San Augustine County,Texas,94588,35756,35580,23252
2501,San Benito County,California,801320,345540,338732,117048
2502,San Bernardino County,California,26334364,9972702,9804410,6557252
2503,San Diego County,California,39485034,14916808,14423876,10144350
2504,San Francisco County,California,10059138,2804508,2365826,4888804
2505,San Jacinto County,Texas,339214,147140,147032,45042
2506,San Joaquin County,California,9531802,3057134,3011000,3463668
2507,San Juan County,Colorado,9122,4782,3884,456
2508,San Juan County,New Mexico,1452762,375550,381024,696188
2509,San Juan County,Utah,173844,43536,42120,88188
2510,San Juan County,Washington,220348,101414,104716,14218
2511,San Luis Obispo County,California,3380450,1498084,1491122,391244
2512,San Mateo County,California,8952722,2630242,2537698,3784782
2513,San Miguel County,Colorado,95820,48782,41536,5502
2514,San Miguel County,New Mexico,322900,145470,146982,30448
2515,San Patricio County,Texas,839316,397034,387886,54396
2516,San Saba County,Texas,68414,33770,28756,5888
2517,Sanborn County,South Dakota,28512,14144,13428,940
2518,Sanders County,Montana,157654,74798,70678,12178
2519,Sandoval County,New Mexico,1833716,702396,715464,415856
2520,Sandusky County,Ohio,705584,325354,328000,52230
2521,Sangamon County,Illinois,2342294,915884,976600,449810
2522,Sanilac County,Michigan,485852,236774,233994,15084
2523,Sanpete County,Utah,354068,173216,157448,23404
2524,Santa Barbara County,California,5333448,2274034,2265020,794394
2525,Santa Clara County,California,22893030,5887476,5552870,11452684
2526,Santa Cruz County,Arizona,584586,270788,286204,27594
2527,Santa Cruz County,California,3193536,1378952,1384924,429660
2528,Santa Fe County,New Mexico,1870702,822062,863790,184850
2529,Santa Rosa County,Florida,2360712,1031604,1005208,323900
2530,Sarasota County,Florida,5463488,2386656,2588510,488322
2531,Saratoga County,New York,2853854,1305222,1329806,218826
2532,Sargent County,North Dakota,45770,22702,19894,3174
2533,Sarpy County,Nebraska,2355096,1045276,1030194,279626
2534,Sauk County,Wisconsin,791630,376364,374540,40726
2535,Saunders County,Nebraska,275030,136600,129474,8956
2536,Sawyer County,Wisconsin,220906,90712,84808,45386
2537,Schenectady County,New York,1919780,710716,740806,468258
2538,Schleicher County,Texas,28718,13582,13080,2056
2539,Schley County,Georgia,54232,20400,20522,13310
2540,Schoharie County,New York,359940,171936,170278,17726
2541,Schoolcraft County,Michigan,97378,41992,41598,13788
2542,Schuyler County,Illinois,81672,39814,36230,5628
2543,Schuyler County,Missouri,48442,23754,23462,1226
2544,Schuyler County,New York,211396,101874,101024,8498
2545,Schuylkill County,Pennsylvania,1721668,810346,790046,121276
2546,Scioto County,Ohio,874292,403648,418556,52088
2547,Scotland County,Missouri,56286,27422,27634,1230
2548,Scotland County,North Carolina,404244,88470,87842,227932
2549,Scott County,Arkansas,117824,54492,51906,11426
2550,Scott County,Illinois,59532,28140,29432,1960
2551,Scott County,Indiana,294030,139934,144672,9424
2552,Scott County,Iowa,2095446,879602,895662,320182
2553,Scott County,Kansas,60558,29326,28340,2892
2554,Scott County,Kentucky,709684,315390,322646,71648
2555,Scott County,Minnesota,1847412,766164,757858,323390
2556,Scott County,Mississippi,333164,99414,97154,136596
2557,Scott County,Missouri,455438,188792,196066,70580
2558,Scott County,Tennessee,264826,128068,130614,6144
2559,Scott County,Virginia,257920,126876,123932,7112
2560,Scotts Bluff County,Nebraska,430608,193556,203076,33976
2561,Screven County,Georgia,169434,47904,49364,72166
2562,Scurry County,Texas,198696,93382,86500,18814
2563,Searcy County,Arkansas,94258,45216,44138,4904
2564,Sebastian County,Arkansas,1544594,619548,637888,287158
2565,Sedgwick County,Colorado,27948,12844,13228,1876
2566,Sedgwick County,Kansas,6329922,2540618,2554914,1234390
2567,Seminole County,Florida,5756404,2169572,2273602,1313230
2568,Seminole County,Georgia,109868,34766,35772,39330
2569,Seminole County,Oklahoma,282052,92222,95516,94314
2570,Seneca County,New York,396810,185340,181422,30048
2571,Seneca County,Ohio,657856,308060,306338,43458
2572,Sequatchie County,Tennessee,199740,96700,95180,7860
2573,Sequoyah County,Oklahoma,477154,150410,155544,171200
2574,Sevier County,Arkansas,188806,83078,80932,24796
2575,Sevier County,Tennessee,1193874,555668,569452,68754
2576,Sevier County,Utah,263882,129668,122880,11334
2577,Seward County,Kansas,258786,119088,113106,26592
2578,Seward County,Nebraska,211610,105214,99310,7086
2579,Shackelford County,Texas,37960,17764,17916,2280
2580,Shannon County,Missouri,85840,40960,40430,4450
2581,Sharkey County,Mississippi,42602,5532,5378,31692
2582,Sharp County,Arkansas,212286,98908,102696,10682
2583,Shasta County,California,2179268,930832,960076,288360
2584,Shawano County,Wisconsin,492144,218878,212844,60422
2585,Shawnee County,Kansas,2138064,870972,917838,349254
2586,Sheboygan County,Wisconsin,1415974,633882,622158,159934
2587,Shelby County,Alabama,2748154,1095018,1138306,514830
2588,Shelby County,Illinois,249158,121416,121824,5918
2589,Shelby County,Indiana,542760,258994,258852,24914
2590,Shelby County,Iowa,141282,66924,68138,6220
2591,Shelby County,Kentucky,587176,254586,266088,66502
2592,Shelby County,Missouri,72078,35228,34250,2600
2593,Shelby County,Ohio,575758,271190,267598,36970
2594,Shelby County,Tennessee,11051758,2234132,2276722,6540904
2595,Shelby County,Texas,289826,113232,112930,63664
2596,Shenandoah County,Virginia,537606,246464,252624,38518
2597,Sherburne County,Minnesota,1199956,561100,530334,108522
2598,Sheridan County,Kansas,29136,14194,13834,1108
2599,Sheridan County,Montana,42276,20696,18744,2836
2600,Sheridan County,Nebraska,60404,25548,25342,9514
2601,Sheridan County,North Dakota,15250,7380,7004,866
2602,Sheridan County,Wyoming,382396,183196,180772,18428
2603,Sherman County,Kansas,70432,34508,32606,3318
2604,Sherman County,Nebraska,35584,17422,17114,1048
2605,Sherman County,Oregon,23114,11064,10584,1466
2606,Sherman County,Texas,33258,16238,14888,2132
2607,Shiawassee County,Michigan,816076,391234,395494,29348
2608,Shoshone County,Idaho,164196,78280,76042,9874
2609,Sibley County,Minnesota,179722,88140,84124,7458
2610,Sierra County,California,38540,17934,17772,2834
2611,Sierra County,New Mexico,138148,63480,63432,11236
2612,Silver Bow County,Montana,428106,203984,196452,27670
2613,Simpson County,Kentucky,238916,102838,104920,31158
2614,Simpson County,Mississippi,308796,95176,97336,116284
2615,Sioux County,Iowa,433872,210098,208008,15766
2616,Sioux County,Nebraska,13598,6882,6144,572
2617,Sioux County,North Dakota,45194,3298,2602,39294
2618,Siskiyou County,California,522814,222348,223772,76694
2620,Skagit County,Washington,1572312,703270,709076,159966
2622,Skamania County,Washington,148096,69704,65792,12600
2623,Slope County,North Dakota,8254,4126,3778,350
2624,Smith County,Kansas,42654,20536,20254,1864
2625,Smith County,Mississippi,169754,61752,64874,43128
2626,Smith County,Tennessee,243706,115298,114402,14006
2627,Smith County,Texas,2884362,1091946,1141022,651394
2628,Smyth County,Virginia,353790,166222,172730,14838
2629,Snohomish County,Washington,10100208,3787250,3696100,2616858
2630,Snyder County,Pennsylvania,476166,228738,229726,17702
2631,Socorro County,New Mexico,195202,79376,73182,42644
2632,Solano County,California,5426284,1614790,1562114,2249380
2633,Somerset County,Maine,610550,294294,294644,21612
2634,Somerset County,Maryland,297460,84232,78684,134544
2635,Somerset County,New Jersey,4189186,1367772,1396448,1424966
2636,Somerset County,Pennsylvania,876250,429400,408402,38448
2637,Somervell County,Texas,115316,54296,53838,7182
2638,Sonoma County,California,5828126,2466182,2535536,826408
2639,South Central Connecticut Planning Region,Connecticut,6847444,2516320,2655768,1675356
2640,Southampton County,Virginia,215628,70348,65508,79772
2642,Southeastern Connecticut Planning Region,Connecticut,3360576,1391388,1400870,568318
2643,Spalding County,Georgia,823526,239670,250212,333644
2644,Spartanburg County,South Carolina,4134510,1511074,1547780,1075656
2645,Spencer County,Indiana,239170,117914,113884,7372
2646,Spencer County,Kentucky,240780,116776,113790,10214
2647,Spink County,South Dakota,74906,35474,36272,3160
2648,Spokane County,Washington,6569248,2885256,2905424,778568
2649,Spotsylvania County,Virginia,1746224,637858,644410,463956
2650,St. Bernard Parish,Louisiana,531718,183770,179670,168278
2651,St. Charles County,Missouri,4955884,2165876,2211594,578414
2652,St. Charles Parish,Louisiana,619058,216644,220020,182394
2653,St. Clair County,Alabama,1124648,478272,491930,154446
2654,St. Clair County,Illinois,3052202,978150,986634,1087418
2655,St. Clair County,Michigan,1922994,901658,902178,119158
2656,St. Clair County,Missouri,114432,56326,53708,4398
